PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,MONTH,KOD,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,LITTLE TUNNY,20006498311wd,116872000110311828,,C,5,0,2,1,11,11,Y,30,75,,3,1168720001103001,828,2,3,0,0,0,0,,,4,9,9,4,1,6,2000,1168720001103,11,wd,,,1168720001103001,,,,8,1,,NEW LONDON,20APR200114:04,8,8,1,,,,8850030102,,1,,8,1300,3899.1216176,20006498311wd,,0,1168720001103001,06385,03/03/2025
,LITTLE TUNNY,20006498311wd,116872000110311828,,C,5,0,2,1,11,11,Y,40,200,,2,1168720001103002,828,2,3,0,0,0,0,,,4,9,9,4,1,6,2000,1168720001103,11,wd,,,1168720001103002,,,,8,1,,NEW LONDON,20APR200114:04,8,8,1,,,,8850030102,,1,,8,1310,3899.1216176,20006498311wd,,0,1168720001103002,06355,03/03/2025
,LITTLE TUNNY,20006498311wd,116872000110311617,0,C,5,0,2,1,11,11,Y,10,30,,1,1168720001103003,617,2,3,1,0,0,0,,,4,9,9,4,1,6,2000,1168720001103,11,wd,,,1168720001103003,1,,,8,1,,NEW LONDON,20APR200114:04,8,8,1,,,,8850030102,,1,,8,1350,11495.189184,20006498311wd,,0,1168720001103003,06357,03/03/2025
,LITTLE TUNNY,20006498311wd,116872000110611828,,C,5,0,2,1,11,7,Y,10,40,,0.5,1168720001106001,828,2,3,0,0,0,0,,,4,9,9,4,1,6,2000,1168720001106,11,wd,,,1168720001106001,,,,8,1,,MIDDLESEX,20APR200114:04,8,8,1,,,,8850030102,,1,,8,1030,3899.1216176,20006498311wd,,0,1168720001106001,06475,03/03/2025
,LITTLE TUNNY,20006498311wd,116872000110611828,,C,5,0,2,1,11,11,Y,55,250,,2,1168720001106002,828,2,3,0,0,0,0,,,4,9,9,4,1,6,2000,1168720001106,11,wd,,,1168720001106002,,,,8,1,,NEW LONDON,20APR200114:04,8,8,1,,,,8850030102,,1,,8,1038,3899.1216176,20006498311wd,,0,1168720001106002,06320,03/03/2025
,,20006498311wd,11687200011067444,0,C,5,0,2,1,7,7,Y,4,30,,1,1168720001106003,444,5,3,0,0,0,0,,,4,9,9,4,1,6,2000,1168720001106,11,wd,,,1168720001106003,,,,8,1,,MIDDLESEX,20APR200114:04,8,8,1,,,,,,1,,8,1310,11495.189184,20006498311wd,,0,1168720001106003,06438,03/03/2025
,BLUEFISH,20006498311wd,11687200011079282,0,C,5,0,2,1,9,9,Y,4,10,,2,1168720001107001,282,2,3,1,0,0,0,,,4,9,9,4,1,6,2000,1168720001107,11,wd,,,1168720001107001,1,,,8,1,,NEW HAVEN,20APR200114:04,8,8,1,,,,8835250101,,1,,8,1000,11495.189184,20006498311wd,,0,1168720001107001,06443,03/03/2025
STRIPED BASS,BLUEFISH,20006498311wd,11687200011079282,0,C,5,0,2,1,9,9,Y,7,30,,1.5,1168720001107002,282,2,3,1,0,0,0,,,4,9,9,4,1,6,2000,1168720001107,11,wd,,,1168720001107002,1,,,8,1,,NEW HAVEN,20APR200114:04,8,8,1,,,,8835250101,8835020102,1,,8,1010,11495.189184,20006498311wd,,0,1168720001107002,06413,03/03/2025
STRIPED BASS,HICKORY SHAD,20006498311wd,11687200011079282,0,C,5,0,2,1,9,9,Y,20,75,,1,1168720001107003,282,5,3,0,0,0,0,,,4,9,9,4,1,6,2000,1168720001107,11,wd,,,1168720001107003,,,,8,1,,NEW HAVEN,20APR200114:04,8,8,1,,,,8747010103,8835020102,1,,8,1110,11495.189184,20006498311wd,,0,1168720001107003,06437,03/03/2025
,LITTLE TUNNY,20006498311wd,116872000110911828,,C,5,0,2,1,11,11,Y,30,150,,0.5,1168720001109001,828,2,3,0,0,0,0,,,4,9,9,4,1,6,2000,1168720001109,11,wd,,,1168720001109001,,,,8,1,,NEW LONDON,20APR200114:04,8,8,1,,,,8850030102,,1,,8,1640,3899.1216176,20006498311wd,,0,1168720001109001,06360,03/03/2025
,STRIPED BASS,20006498311we,116872000111211828,,C,5,0,2,1,11,11,Y,10,60,,1.5,1168720001112001,828,2,3,0,0,0,0,,,4,9,9,4,1,6,2000,1168720001112,11,we,,,1168720001112001,,,,8,1,,NEW LONDON,20APR200114:04,8,8,1,,,,8835020102,,1,,8,1610,3504.9173753,20006498311we,,0,1168720001112001,06385,03/03/2025
,STRIPED BASS,20006498311wd,116872000111311828,,C,5,0,2,1,11,11,Y,15,100,,5,1168720001113001,828,2,3,0,0,0,0,,,4,9,9,4,1,6,2000,1168720001113,11,wd,,,1168720001113001,,,,8,1,,NEW LONDON,20APR200114:04,8,8,1,,,,8835020102,,1,,8,1400,3899.1216176,20006498311wd,,0,1168720001113001,06498,03/03/2025
ATLANTIC BONITO,LITTLE TUNNY,20006498311wd,116872000111311828,,C,5,0,2,1,11,11,Y,15,75,,1,1168720001113002,828,2,3,0,0,0,0,,,4,9,9,4,1,6,2000,1168720001113,11,wd,,,1168720001113002,,,,8,1,,NEW LONDON,20APR200114:04,8,8,1,,,,8850030102,8850030202,1,,8,1430,3899.1216176,20006498311wd,,0,1168720001113002,06333,03/03/2025
,BLUEFISH,20006498311wd,11688200011017429,0,C,5,0,2,1,7,9,Y,20,60,,4,1168820001101001,429,2,3,1,0,0,0,,,4,9,9,4,1,6,2000,1168820001101,11,wd,,,1168820001101001,1,,,8,2,,NEW HAVEN,20APR200114:04,8,8,1,,,,8835250101,,1,,8,1030,11495.189184,20006498311wd,,0,1168820001101001,06477,03/03/2025
,BLUEFISH,20006498311wd,11688200011017429,0,C,5,0,2,1,7,7,Y,30,60,,4,1168820001101002,429,2,3,1,0,0,0,,,4,9,9,4,1,6,2000,1168820001101,11,wd,,,1168820001101002,1,,,8,2,,MIDDLESEX,20APR200114:04,8,8,1,,,,8835250101,,1,,8,1400,11495.189184,20006498311wd,,0,1168820001101002,06498,03/03/2025
,TAUTOG,20006498611we,11687200011057442,0,C,5,6,1,4,7,3,Y,0,1,1,5,1168720001105001,442,7,6,2,4,0,0,,6,4,9,9,4,1,6,2000,1168720001105,11,we,,,1168720001105001,1,,,8,1,,HARTFORD,20APR200114:04,8,2,1,,,,8839010101,,1,,2,1330,0,20006498611we,,0,1168720001105001,06040,03/03/2025
,TAUTOG,20006498611we,11687200011057442,0,C,5,6,3,0,7,3,Y,1,3,2,5,1168720001105002,442,7,6,2,0,1,1,,6,4,9,9,4,1,6,2000,1168720001105,11,we,,,1168720001105001,1,0,1,8,1,,HARTFORD,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1331,0,20006498611we,,0,1168720001105001,06040,03/03/2025
,TAUTOG,20006498611we,11687200011057442,,C,5,6,3,0,7,3,Y,0,1,2,5,1168720001105003,442,7,6,0,0,1,1,,6,4,9,9,4,1,6,2000,1168720001105,11,we,,,1168720001105001,,,,8,2,,HARTFORD,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1332,0,20006498611we,,0,1168720001105001,06040,03/03/2025
,TAUTOG,20006498611we,11687200011057442,0,C,5,6,3,0,7,3,Y,0,1,2,5,1168720001105004,442,7,6,3,0,1,1,,6,4,9,9,4,1,6,2000,1168720001105,11,we,,,1168720001105001,1,0,1,8,1,,HARTFORD,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1333,0,20006498611we,,0,1168720001105001,06040,03/03/2025
,TAUTOG,20006498611we,11687200011057442,0,C,5,6,2,1,7,3,Y,0,2,2,5,1168720001105005,442,7,6,3,0,0,1,,6,4,9,9,4,1,6,2000,1168720001105,11,we,,,1168720001105001,1,0,1,8,2,,HARTFORD,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1334,0,20006498611we,,0,1168720001105005,06040,03/03/2025
,TAUTOG,20006498611we,11687200011057442,0,C,5,6,2,1,7,3,Y,0,1,2,5,1168720001105006,442,7,6,2,0,0,1,,6,4,9,9,4,1,6,2000,1168720001105,11,we,,,1168720001105001,1,0,3,8,2,,HARTFORD,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1335,0,20006498611we,,0,1168720001105006,06040,03/03/2025
,TAUTOG,20006498611wd,11687200011067442,0,C,5,6,2,1,7,9,Y,1,4,1,5,1168720001106004,442,7,6,4,0,0,0,,4,4,9,9,4,1,6,2000,1168720001106,11,wd,,,1168720001106004,1,0,1,8,1,,NEW HAVEN,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1345,0,20006498611wd,,0,1168720001106004,06443,03/03/2025
,TAUTOG,20006498611wd,11687200011067442,0,C,5,6,2,1,7,9,Y,1,1,2,5,1168720001106005,442,7,6,3,0,0,1,,4,4,9,9,4,1,6,2000,1168720001106,11,wd,,,1168720001106004,1,0,1,8,1,,NEW HAVEN,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1348,0,20006498611wd,,0,1168720001106005,06413,03/03/2025
,TAUTOG,20006498611wd,11687200011067442,0,C,5,6,2,1,7,9,Y,0,0,2,5,1168720001106006,442,7,6,3,0,0,1,,4,4,9,9,4,1,6,2000,1168720001106,11,wd,,,1168720001106004,1,,,8,1,,NEW HAVEN,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1350,0,20006498611wd,,0,1168720001106006,06413,03/03/2025
,TAUTOG,20006498611wd,11687200011067442,0,C,5,6,2,1,7,9,Y,2,10,2,5,1168720001106007,442,7,6,3,0,0,1,,4,4,9,9,4,1,6,2000,1168720001106,11,wd,,,1168720001106004,1,0,2,8,1,,NEW HAVEN,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1355,0,20006498611wd,,0,1168720001106007,06443,03/03/2025
,TAUTOG,20006498611wd,11688200011027442,0,C,5,8,2,1,7,9,Y,1,5,1,7,1168820001102001,442,7,6,1,0,0,0,,4,4,9,9,4,1,6,2000,1168820001102,11,wd,,,1168820001102001,1,0,3,8,2,,NEW HAVEN,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1400,0,20006498611wd,,0,1168820001102001,06716,03/03/2025
,TAUTOG,20006498611wd,11688200011027442,0,C,5,8,2,1,7,9,Y,6,20,2,7,1168820001102002,442,7,6,1,0,0,1,,4,4,9,9,4,1,6,2000,1168820001102,11,wd,,,1168820001102001,1,0,4,8,2,,NEW HAVEN,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1410,0,20006498611wd,,0,1168820001102002,06716,03/03/2025
,TAUTOG,20006498611wd,11688200011027442,0,C,5,8,2,1,7,9,Y,4,8,2,7,1168820001102003,442,7,6,1,0,0,1,,4,4,9,9,4,1,6,2000,1168820001102,11,wd,,,1168820001102001,1,0,4,8,2,,NEW HAVEN,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1420,0,20006498611wd,,0,1168820001102003,06705,03/03/2025
,TAUTOG,20006498611wd,11688200011027442,0,C,5,8,2,1,7,9,Y,4,10,2,7,1168820001102004,442,7,6,1,0,0,1,,4,4,9,9,4,1,6,2000,1168820001102,11,wd,,,1168820001102001,1,0,4,8,2,,NEW HAVEN,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1430,0,20006498611wd,,0,1168820001102004,06716,03/03/2025
,TAUTOG,20006498611wd,11688200011097442,0,C,5,8,2,1,7,3,Y,15,30,1,7,1168820001109001,442,7,6,1,0,0,0,,6,4,9,9,4,1,6,2000,1168820001109,11,wd,,,1168820001109001,1,0,4,8,1,,HARTFORD,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1420,0,20006498611wd,,0,1168820001109001,06067,03/03/2025
,TAUTOG,20006498611wd,11688200011097442,0,C,5,8,2,1,7,13,Y,4,20,2,7,1168820001109002,442,7,6,1,0,0,1,,6,4,9,9,4,1,6,2000,1168820001109,11,wd,,,1168820001109001,1,0,4,8,2,,TOLLAND,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1430,0,20006498611wd,,0,1168820001109002,06248,03/03/2025
,TAUTOG,20006498611wd,11688200011097442,0,C,5,8,2,1,7,3,Y,12,60,2,7,1168820001109003,442,7,6,1,0,0,1,,6,4,9,9,4,1,6,2000,1168820001109,11,wd,,,1168820001109001,1,0,4,8,2,,HARTFORD,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1440,0,20006498611wd,,0,1168820001109003,06109,03/03/2025
,TAUTOG,20006498611wd,11688200011097442,0,C,5,8,2,1,7,3,Y,4,40,2,7,1168820001109004,442,7,6,1,0,0,1,,6,4,9,9,4,1,6,2000,1168820001109,11,wd,,,1168820001109001,1,0,4,8,2,,HARTFORD,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1450,0,20006498611wd,,0,1168820001109004,06108,03/03/2025
,TAUTOG,20006498611wd,11688200011097442,0,C,5,8,2,1,7,3,Y,2,20,2,7,1168820001109005,442,7,6,1,0,0,1,,6,4,9,9,4,1,6,2000,1168820001109,11,wd,,,1168820001109001,1,0,4,8,1,,HARTFORD,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1500,0,20006498611wd,,0,1168820001109005,06040,03/03/2025
,TAUTOG,20006498611wd,11688200011097442,0,C,5,8,2,1,7,13,Y,6,25,2,7,1168820001109006,442,7,6,1,0,0,1,,6,4,9,9,4,1,6,2000,1168820001109,11,wd,,,1168820001109001,1,0,4,8,2,,TOLLAND,20APR200114:04,8,8,1,,,,8839010101,,1,,8,1510,0,20006498611wd,,0,1168820001109006,06238,03/03/2025
